Loyalty Number,Country,Province,City,Gender,Education,Salary,salary_missing,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,tenure_years,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_redeemed,active_months,pct_months_active,avg_flights_per_active_month,flight_volatility,redemption_rate,has_redeemed,recency_months,h1_flights,h2_flights,momentum,redemption_momentum,distance_per_flight,hard_churn,behavioral_churn,blended_churn,total_flights_outcome,in_cohort,in_training_cohort,was_active_2017
780855,Canada,Manitoba,Winnipeg,Female,Bachelor,94005.0,0,Divorced,Star,5535.96,Standard,2012,7,5.500342231348392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0
352337,Canada,Alberta,Calgary,Female,Bachelor,70119.0,0,Married,Star,5536.39,Standard,2014,4,3.7508555783709787,18.0,20926.0,20926.0,452.0,81.0,8.0,0.6666666666666666,2.25,1.6236882817719773,0.021599923540093664,1.0,0.0,5.0,13.0,8.0,452.0,1162.5555555555557,0,0,0,11,1,1,1
123083,Canada,Ontario,Toronto,Male,Bachelor,81518.0,0,Divorced,Star,5548.03,Standard,2016,8,1.4154688569472964,22.0,29379.0,29379.0,770.0,139.0,8.0,0.6666666666666666,2.75,1.9462473604038075,0.026209197045508698,1.0,0.0,12.0,10.0,-2.0,-26.0,1335.409090909091,0,0,0,26,1,1,1
616641,Canada,Ontario,Toronto,Male,Bachelor,81518.0,0,Divorced,Star,5548.03,Standard,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,0,0
872315,Canada,British Columbia,Vancouver,Male,Bachelor,73523.0,0,Married,Star,5551.39,Standard,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
204311,Canada,Quebec,Tremblant,Female,Bachelor,65599.0,0,Married,Star,5551.59,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0
539599,Canada,Ontario,Toronto,Male,Bachelor,57526.0,0,Married,Star,5552.33,Standard,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0
601597,Canada,Quebec,Montreal,Male,Bachelor,68838.0,0,Divorced,Star,5552.6,Standard,2014,8,3.4168377823408624,15.0,20838.0,20838.0,547.0,98.0,5.0,0.4166666666666667,3.0,1.6025547785276542,0.02625011997312602,1.0,1.0,9.0,6.0,-3.0,547.0,1389.2,0,0,0,3,1,1,1
656639,Canada,Ontario,Toronto,Male,Bachelor,102584.0,0,Married,Star,5553.52,Standard,2013,7,4.501026694045175,13.0,20106.0,20106.0,0.0,0.0,5.0,0.4166666666666667,2.6,1.5050420310248864,0.0,0.0,2.0,4.0,9.0,5.0,0.0,1546.6153846153845,0,0,0,28,1,1,1
162485,Canada,Manitoba,Winnipeg,Male,College,,1,Single,Star,5553.76,Standard,2015,11,2.1656399726214923,16.0,23994.0,23994.0,0.0,0.0,6.0,0.5,2.6666666666666665,1.6143297699232975,0.0,0.0,2.0,12.0,4.0,-8.0,0.0,1499.625,1,1,1,0,1,1,1
806283,Canada,Quebec,Montreal,Male,College,,1,Single,Star,5553.76,Standard,2016,7,1.5003422313483916,20.0,25839.0,25839.0,0.0,0.0,7.0,0.5833333333333334,2.857142857142857,1.7232808737106582,0.0,0.0,1.0,11.0,9.0,-2.0,0.0,1291.95,0,0,0,20,1,1,1
298506,Canada,Quebec,Quebec City,Male,Bachelor,70678.0,0,Married,Star,5554.83,Standard,2012,5,5.66735112936345,14.0,19623.0,19623.0,0.0,0.0,5.0,0.4166666666666667,2.8,1.7494587907710375,0.0,0.0,1.0,9.0,5.0,-4.0,0.0,1401.642857142857,0,0,0,7,1,1,1
700924,Canada,Quebec,Montreal,Male,Bachelor,62532.0,0,Single,Star,5555.56,Standard,2017,7,0.5010266940451745,5.0,4536.0,4536.0,657.0,118.0,2.0,0.16666666666666666,2.5,1.164500152881315,0.14484126984126985,1.0,0.0,0.0,5.0,5.0,657.0,907.2,1,0,1,12,1,1,1
865737,Canada,British Columbia,Whistler,Male,Bachelor,62532.0,0,Single,Star,5555.56,Standard,2014,10,3.249828884325804,11.0,12526.0,12526.0,434.0,78.0,6.0,0.5,1.8333333333333333,1.2401124093721456,0.0346479323008143,1.0,2.0,3.0,8.0,5.0,-434.0,1138.7272727272727,0,0,0,15,1,1,1
141266,Canada,British Columbia,Whistler,Male,Bachelor,86067.0,0,Single,Star,5555.83,Standard,2017,2,0.9117043121149897,15.0,21728.0,21728.0,0.0,0.0,6.0,0.5,2.5,1.712255291076124,0.0,0.0,0.0,9.0,6.0,-3.0,0.0,1448.5333333333333,0,0,0,15,1,1,1
502585,Canada,Quebec,Hull,Male,Bachelor,86067.0,0,Single,Star,5555.83,Standard,2016,7,1.5003422313483916,17.0,30160.0,30160.0,362.0,65.0,5.0,0.4166666666666667,3.4,2.108783937953269,0.0120026525198939,1.0,1.0,8.0,9.0,1.0,362.0,1774.1176470588234,0,0,0,20,1,1,1
835785,Canada,Quebec,Montreal,Female,Bachelor,86067.0,0,Single,Star,5555.83,Standard,2016,11,1.163586584531143,27.0,35318.0,35318.0,2134.0,385.0,8.0,0.6666666666666666,3.375,2.179449471770337,0.06042244747720709,1.0,0.0,11.0,16.0,5.0,-1156.0,1308.0740740740741,0,0,0,12,1,1,1
211984,Canada,British Columbia,Victoria,Female,High School or Below,79610.0,0,Married,Star,5556.91,Standard,2017,8,0.4161533196440794,4.0,2787.0,2787.0,0.0,0.0,2.0,0.16666666666666666,2.0,0.8876253645985945,0.0,0.0,1.0,0.0,4.0,4.0,0.0,696.75,0,0,0,15,1,1,1
195895,Canada,Quebec,Montreal,Female,Bachelor,86920.0,0,Single,Nova,3038.83,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,62,1,0,0
650366,Canada,Ontario,London,Male,College,,1,Single,Star,5558.31,Standard,2015,3,2.836413415468857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
159531,Canada,Saskatchewan,Regina,Male,Bachelor,57809.0,0,Divorced,Star,5563.77,Standard,2013,12,4.082135523613963,20.0,27590.0,27590.0,465.0,84.0,6.0,0.5,3.3333333333333335,1.8257418583505536,0.016853932584269662,1.0,2.0,5.0,15.0,10.0,465.0,1379.5,0,0,0,21,1,1,1
701012,Canada,Quebec,Montreal,Female,Bachelor,71728.0,0,Single,Nova,3115.7,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,55,1,0,0
539776,Canada,British Columbia,Vancouver,Male,Bachelor,86583.0,0,Divorced,Star,5565.69,Standard,2017,2,0.9117043121149897,12.0,24750.0,24750.0,453.0,82.0,5.0,0.4166666666666667,2.4,1.5954480704349312,0.018303030303030304,1.0,1.0,9.0,3.0,-6.0,453.0,2062.5,0,0,0,20,1,1,1
451469,Canada,Ontario,Toronto,Female,Bachelor,69584.0,0,Married,Star,5568.66,Standard,2014,2,3.912388774811773,26.0,30078.0,30078.0,1191.0,215.0,8.0,0.6666666666666666,3.25,2.081665999466133,0.03959704767604229,1.0,0.0,10.0,16.0,6.0,-1191.0,1156.8461538461538,0,0,0,17,1,1,1
278345,Canada,British Columbia,Vancouver,Female,Bachelor,70905.0,0,Married,Star,5568.89,Standard,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15,1,0,0
106964,Canada,New Brunswick,Moncton,Female,College,,1,Single,Star,5568.95,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,0,0
272839,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,5568.95,Standard,2016,4,1.7494866529774127,10.0,16307.0,16307.0,1315.0,236.0,5.0,0.4166666666666667,2.0,1.3371158468430429,0.0806402158582204,1.0,0.0,5.0,5.0,0.0,1315.0,1630.7,0,0,0,13,1,1,1
535320,Canada,Nova Scotia,Halifax,Male,College,,1,Single,Star,5568.95,Standard,2012,12,5.08145106091718,13.0,18353.0,18353.0,920.0,166.0,5.0,0.4166666666666667,2.6,1.5642792899510296,0.05012804446139596,1.0,0.0,8.0,5.0,-3.0,-70.0,1411.7692307692307,0,0,0,18,1,1,1
807134,Canada,Quebec,Montreal,Male,College,,1,Single,Star,5568.95,Standard,2015,10,2.2505133470225873,14.0,19863.0,19863.0,0.0,0.0,6.0,0.5,2.3333333333333335,1.4668044012461756,0.0,0.0,0.0,8.0,6.0,-2.0,0.0,1418.7857142857142,0,0,0,18,1,1,1
834733,Canada,Manitoba,Winnipeg,Female,College,,1,Single,Star,5568.95,Standard,2015,6,2.5845311430527036,17.0,19830.0,19830.0,0.0,0.0,6.0,0.5,2.8333333333333335,1.7816403745544227,0.0,0.0,0.0,5.0,12.0,7.0,0.0,1166.4705882352941,0,0,0,23,1,1,1
264723,Canada,Quebec,Montreal,Female,Bachelor,71419.0,0,Married,Star,5568.98,Standard,2013,8,4.41615331964408,21.0,30472.0,30472.0,1013.0,182.0,8.0,0.6666666666666666,2.625,1.6025547785276542,0.0332436334996062,1.0,2.0,12.0,9.0,-3.0,-1013.0,1451.047619047619,0,0,0,17,1,1,1
463947,Canada,Quebec,Montreal,Male,Doctor,207468.0,0,Married,Star,5570.18,Standard,2015,1,2.9979466119096507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
543119,Canada,British Columbia,Vancouver,Male,Bachelor,94621.0,0,Married,Star,5573.11,Standard,2016,9,1.3305954825462012,25.0,39542.0,39542.0,481.0,87.0,8.0,0.6666666666666666,3.125,1.928651593652148,0.012164281017652117,1.0,0.0,8.0,17.0,9.0,481.0,1581.68,0,0,0,14,1,1,1
301760,Canada,Quebec,Montreal,Male,Bachelor,71922.0,0,Divorced,Star,5574.96,Standard,2014,4,3.7508555783709787,25.0,42104.0,42104.0,1025.0,185.0,7.0,0.5833333333333334,3.5714285714285716,2.2343733444579588,0.024344480334410033,1.0,0.0,10.0,15.0,5.0,119.0,1684.16,0,0,0,23,1,1,1
857159,Canada,Manitoba,Winnipeg,Female,Bachelor,71922.0,0,Divorced,Star,5574.96,Standard,2015,2,2.9130732375085557,17.0,32313.0,32313.0,494.0,89.0,5.0,0.4166666666666667,3.4,1.9752253419585195,0.015287964596292513,1.0,1.0,5.0,12.0,7.0,494.0,1900.764705882353,0,0,0,16,1,1,1
371739,Canada,British Columbia,Vancouver,Female,Bachelor,98801.0,0,Married,Star,5575.75,Standard,2016,10,1.2484599589322383,23.0,24365.0,24365.0,0.0,0.0,7.0,0.5833333333333334,3.2857142857142856,2.274696116900546,0.0,0.0,1.0,16.0,7.0,-9.0,0.0,1059.3478260869565,0,0,0,15,1,1,1
661069,Canada,British Columbia,Vancouver,Male,Bachelor,88445.0,0,Married,Star,5577.24,Standard,2013,9,4.331279945242985,17.0,21629.0,21629.0,0.0,0.0,6.0,0.5,2.8333333333333335,1.6764862244009227,0.0,0.0,3.0,13.0,4.0,-9.0,0.0,1272.2941176470588,0,1,1,0,0,0,1
820501,Canada,Ontario,Trenton,Male,Bachelor,88445.0,0,Married,Star,5577.24,Standard,2015,12,2.083504449007529,17.0,26412.0,26412.0,0.0,0.0,6.0,0.5,2.8333333333333335,2.0652243256245835,0.0,0.0,0.0,2.0,15.0,13.0,0.0,1553.6470588235295,0,0,0,19,1,1,1
300454,Canada,Quebec,Montreal,Female,Bachelor,100317.0,0,Divorced,Nova,3372.42,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
614782,Canada,Quebec,Hull,Male,Bachelor,55302.0,0,Married,Star,5580.92,Standard,2017,10,0.24914442162902123,2.0,2732.0,2732.0,509.0,92.0,2.0,0.16666666666666666,1.0,0.38924947208076155,0.1863103953147877,1.0,0.0,0.0,2.0,2.0,509.0,1366.0,0,0,0,18,1,1,1
289294,Canada,Quebec,Montreal,Male,Bachelor,50332.0,0,Married,Star,5580.96,Standard,2015,2,2.9130732375085557,17.0,20213.0,20213.0,0.0,0.0,7.0,0.5833333333333334,2.4285714285714284,1.378954368902449,0.0,0.0,1.0,11.0,6.0,-5.0,0.0,1189.0,0,0,0,26,1,1,1
324713,Canada,British Columbia,West Vancouver,Male,Bachelor,50332.0,0,Married,Star,5580.96,Standard,2014,12,3.082819986310746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
230429,Canada,Ontario,Toronto,Female,Bachelor,77816.0,0,Divorced,Star,5581.76,Standard,2012,9,5.330595482546201,23.0,37984.0,37984.0,312.0,56.0,9.0,0.75,2.5555555555555554,1.5050420310248864,0.008213984835720303,1.0,0.0,14.0,9.0,-5.0,-312.0,1651.4782608695652,0,0,0,27,1,1,1
391542,Canada,Quebec,Montreal,Male,Bachelor,74293.0,0,Single,Star,5583.07,Standard,2015,9,2.3326488706365502,19.0,26752.0,26752.0,864.0,155.0,6.0,0.5,3.1666666666666665,1.8809249819912512,0.03229665071770335,1.0,1.0,7.0,12.0,5.0,864.0,1408.0,0,0,0,23,1,1,1
125300,Canada,British Columbia,Vancouver,Male,Bachelor,88198.0,0,Married,Star,5583.58,Standard,2016,3,1.834360027378508,22.0,31844.0,31844.0,906.0,164.0,9.0,0.75,2.4444444444444446,1.8504708655481243,0.028451199598040447,1.0,0.0,14.0,8.0,-6.0,906.0,1447.4545454545455,0,0,0,16,1,1,1
509746,Canada,Ontario,Toronto,Male,Bachelor,88198.0,0,Married,Star,5583.58,Standard,2014,12,3.082819986310746,12.0,20678.0,20678.0,392.0,71.0,6.0,0.5,2.0,1.348399724926484,0.018957345971563982,1.0,4.0,7.0,5.0,-2.0,-392.0,1723.1666666666667,0,0,0,16,1,1,1
495773,Canada,New Brunswick,Fredericton,Female,Bachelor,55617.0,0,Married,Star,5583.83,Standard,2012,8,5.415468856947296,27.0,25561.0,25561.0,845.0,152.0,8.0,0.6666666666666666,3.375,2.0943647333651407,0.03305817456281053,1.0,0.0,3.0,24.0,21.0,-845.0,946.7037037037037,0,0,0,18,1,1,1
545497,Canada,Quebec,Tremblant,Female,Doctor,164418.0,0,Married,Star,5586.97,Standard,2014,11,3.164955509924709,24.0,40529.0,40529.0,957.0,173.0,8.0,0.6666666666666666,3.0,1.954016841836789,0.023612721754792863,1.0,1.0,9.0,15.0,6.0,-83.0,1688.7083333333333,0,0,0,16,1,1,1
411116,Canada,Alberta,Banff,Female,Bachelor,84454.0,0,Single,Star,5592.16,Standard,2012,7,5.500342231348392,10.0,16471.0,16471.0,413.0,74.0,3.0,0.25,3.3333333333333335,1.5275252316519465,0.025074373140671482,1.0,3.0,3.0,7.0,4.0,413.0,1647.1,0,0,0,17,1,1,1
830777,Canada,British Columbia,Vancouver,Female,Bachelor,77443.0,0,Divorced,Star,5592.46,Standard,2013,4,4.7501711156741955,18.0,31487.0,31487.0,874.0,157.0,6.0,0.5,3.0,1.834021909257456,0.027757487216946677,1.0,1.0,14.0,4.0,-10.0,-874.0,1749.2777777777778,0,0,0,13,1,1,1
692628,Canada,Quebec,Montreal,Female,College,,1,Married,Nova,3386.53,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42,1,0,0
540628,Canada,Ontario,Toronto,Male,Bachelor,86388.0,0,Single,Star,5595.39,Standard,2016,2,1.9137577002053388,14.0,20805.0,20805.0,0.0,0.0,6.0,0.5,2.3333333333333335,1.696699112626596,0.0,0.0,2.0,8.0,6.0,-2.0,0.0,1486.0714285714287,0,0,0,26,1,1,1
978676,Canada,Quebec,Montreal,Male,Bachelor,81669.0,0,Single,Star,5595.76,Standard,2016,3,1.834360027378508,21.0,33337.0,33337.0,0.0,0.0,6.0,0.5,3.5,2.0056737702645644,0.0,0.0,0.0,10.0,11.0,1.0,0.0,1587.4761904761904,0,0,0,26,1,1,1
628096,Canada,Ontario,Toronto,Female,Bachelor,89853.0,0,Married,Star,5595.84,Standard,2012,5,5.66735112936345,24.0,34359.0,34359.0,0.0,0.0,7.0,0.5833333333333334,3.4285714285714284,1.9069251784911847,0.0,0.0,3.0,18.0,6.0,-12.0,0.0,1431.625,0,0,0,25,1,1,1
165554,Canada,Ontario,Toronto,Male,Bachelor,59709.0,0,Married,Star,5597.12,Standard,2017,7,0.5010266940451745,7.0,12149.0,12149.0,0.0,0.0,2.0,0.16666666666666666,3.5,1.378954368902449,0.0,0.0,2.0,0.0,7.0,7.0,0.0,1735.5714285714287,0,0,0,22,1,1,1
286225,Canada,Quebec,Hull,Female,Bachelor,59709.0,0,Married,Star,5597.12,Standard,2013,1,4.996577686516085,22.0,37998.0,37998.0,0.0,0.0,8.0,0.6666666666666666,2.75,1.5275252316519468,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1727.1818181818182,0,0,0,23,1,1,1
442525,Canada,British Columbia,Vancouver,Female,Bachelor,59709.0,0,Married,Star,5597.12,Standard,2015,4,2.751540041067762,12.0,17894.0,17894.0,0.0,0.0,5.0,0.4166666666666667,2.4,1.4142135623730951,0.0,0.0,1.0,3.0,9.0,6.0,0.0,1491.1666666666667,0,0,0,15,1,1,1
694743,Canada,Quebec,Tremblant,Female,Bachelor,59709.0,0,Married,Star,5597.12,Standard,2015,12,2.083504449007529,10.0,15416.0,15416.0,808.0,145.0,6.0,0.5,1.6666666666666667,1.0298573010888745,0.05241307732226259,1.0,2.0,6.0,4.0,-2.0,126.0,1541.6,0,0,0,23,1,1,1
854855,Canada,Quebec,Tremblant,Female,Bachelor,71669.0,0,Married,Nova,3430.32,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
954599,Canada,Ontario,Toronto,Female,Bachelor,59709.0,0,Married,Star,5597.12,Standard,2013,9,4.331279945242985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
809024,Canada,British Columbia,Vancouver,Male,Bachelor,57527.0,0,Single,Star,5599.38,Standard,2017,1,0.9965776865160849,18.0,23664.0,23664.0,0.0,0.0,6.0,0.5,3.0,1.7320508075688772,0.0,0.0,0.0,8.0,10.0,2.0,0.0,1314.6666666666667,0,0,0,24,1,1,1
997189,Canada,Ontario,Toronto,Male,Bachelor,78461.0,0,Married,Star,5600.01,Standard,2015,12,2.083504449007529,20.0,21303.0,21303.0,0.0,0.0,9.0,0.75,2.2222222222222223,1.497472618255253,0.0,0.0,1.0,9.0,11.0,2.0,0.0,1065.15,0,0,0,18,1,1,1
114983,Canada,British Columbia,Whistler,Female,Doctor,71198.0,0,Married,Star,5601.68,Standard,2013,10,4.249144421629021,14.0,25607.0,25607.0,0.0,0.0,4.0,0.3333333333333333,3.5,1.9924098397912438,0.0,0.0,1.0,10.0,4.0,-6.0,0.0,1829.0714285714287,0,0,0,13,1,1,1
337812,Canada,Quebec,Montreal,Male,Bachelor,101631.0,0,Married,Star,5603.74,Standard,2015,3,2.836413415468857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
553944,Canada,Ontario,London,Female,Bachelor,47398.0,0,Divorced,Star,5605.38,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
651020,Canada,Ontario,Ottawa,Male,Bachelor,91847.0,0,Married,Star,5608.16,Standard,2017,4,0.7501711156741958,8.0,11109.0,11109.0,415.0,75.0,3.0,0.25,2.6666666666666665,1.3706888336846839,0.03735709784859123,1.0,1.0,0.0,8.0,8.0,415.0,1388.625,0,0,0,30,1,1,1
117932,Canada,Ontario,Toronto,Female,Bachelor,81063.0,0,Single,Star,5608.32,Standard,2014,11,3.164955509924709,7.0,10197.0,10197.0,572.0,103.0,4.0,0.3333333333333333,1.75,0.9962049198956218,0.05609492988133765,1.0,0.0,3.0,4.0,1.0,572.0,1456.7142857142858,0,0,0,18,1,1,1
919894,Canada,Ontario,Thunder Bay,Male,Bachelor,52749.0,0,Married,Star,5608.82,Standard,2016,7,1.5003422313483916,23.0,35965.0,35965.0,1006.0,182.0,9.0,0.75,2.5555555555555554,1.5050420310248864,0.027971639093563188,1.0,0.0,12.0,11.0,-1.0,-44.0,1563.695652173913,0,0,0,25,1,1,1
270761,Canada,Alberta,Edmonton,Male,Bachelor,64619.0,0,Divorced,Star,5609.08,Standard,2016,5,1.6673511293634498,29.0,41699.0,41699.0,416.0,75.0,8.0,0.6666666666666666,3.625,2.108783937953269,0.009976258423463393,1.0,0.0,16.0,13.0,-3.0,416.0,1437.896551724138,0,0,0,20,1,1,1
869116,Canada,Ontario,Toronto,Female,Bachelor,64619.0,0,Divorced,Star,5609.08,Standard,2012,8,5.415468856947296,17.0,18122.0,18122.0,516.0,93.0,7.0,0.5833333333333334,2.4285714285714284,1.6764862244009222,0.02847367840194239,1.0,1.0,9.0,8.0,-1.0,-516.0,1066.0,0,0,0,20,1,1,1
238752,Canada,Ontario,Toronto,Female,College,,1,Single,Star,5612.38,Standard,2012,7,5.500342231348392,22.0,26016.0,26016.0,674.0,121.0,7.0,0.5833333333333334,3.142857142857143,1.898963034411309,0.025907134071340713,1.0,1.0,9.0,13.0,4.0,-674.0,1182.5454545454545,0,0,0,18,1,1,1
480846,Canada,Manitoba,Winnipeg,Female,Bachelor,67471.0,0,Married,Star,5616.85,Standard,2017,2,0.9117043121149897,12.0,17823.0,17823.0,0.0,0.0,4.0,0.3333333333333333,3.0,1.5374122295716148,0.0,0.0,0.0,2.0,10.0,8.0,0.0,1485.25,0,0,0,16,1,1,1
355839,Canada,British Columbia,Vancouver,Female,High School or Below,69816.0,0,Married,Star,5618.49,Standard,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
101547,Canada,Ontario,Toronto,Female,College,,1,Married,Star,5619.69,Standard,2017,10,0.24914442162902123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,1,1,0
153645,Canada,Quebec,Montreal,Female,College,,1,Married,Star,5619.69,Standard,2016,5,1.6673511293634498,1.0,707.0,707.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.28867513459481287,0.0,0.0,11.0,1.0,0.0,-1.0,0.0,707.0,0,1,1,0,0,0,1
196582,Canada,British Columbia,Whistler,Female,College,,1,Married,Star,5619.69,Standard,2014,3,3.8357289527720737,19.0,35642.0,35642.0,0.0,0.0,6.0,0.5,3.1666666666666665,1.9752253419585197,0.0,0.0,3.0,11.0,8.0,-3.0,0.0,1875.8947368421052,0,0,0,22,1,1,1
309364,Canada,Quebec,Montreal,Female,College,,1,Married,Star,5619.69,Standard,2014,2,3.912388774811773,25.0,30769.0,30769.0,592.0,107.0,8.0,0.6666666666666666,3.125,2.0207259421636903,0.019240144301082257,1.0,0.0,12.0,13.0,1.0,592.0,1230.76,0,0,0,20,1,1,1
591174,Canada,British Columbia,Dawson Creek,Male,College,,1,Married,Star,5619.69,Standard,2017,11,0.16427104722792607,4.0,7844.0,7844.0,0.0,0.0,1.0,0.08333333333333333,4.0,1.1547005383792515,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1961.0,0,0,0,25,1,1,1
772237,Canada,Manitoba,Winnipeg,Female,College,,1,Married,Star,5619.69,Standard,2013,10,4.249144421629021,20.0,20999.0,20999.0,464.0,84.0,9.0,0.75,2.2222222222222223,1.6696942198734435,0.022096290299538072,1.0,0.0,12.0,8.0,-4.0,464.0,1049.95,0,0,0,31,1,1,1
127052,Canada,Ontario,Trenton,Female,Bachelor,80656.0,0,Married,Star,5619.85,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
671359,Canada,British Columbia,Vancouver,Female,Bachelor,80656.0,0,Married,Star,5619.85,Standard,2018,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,1,0,0
465603,Canada,Quebec,Montreal,Male,College,,1,Single,Star,5625.91,Standard,2016,8,1.4154688569472964,26.0,44338.0,44338.0,1032.0,185.0,8.0,0.6666666666666666,3.25,2.0375267241229382,0.023275745410257568,1.0,0.0,12.0,14.0,2.0,340.0,1705.3076923076924,0,0,0,28,1,1,1
968828,Canada,New Brunswick,Fredericton,Male,Bachelor,75652.0,0,Married,Star,5626.57,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,1,0,0
725294,Canada,Quebec,Montreal,Male,Bachelor,76899.0,0,Married,Star,5627.3,Standard,2013,9,4.331279945242985,21.0,29651.0,29651.0,976.0,175.0,8.0,0.6666666666666666,2.625,1.6583123951777,0.03291625914808944,1.0,0.0,11.0,10.0,-1.0,-204.0,1411.952380952381,0,0,0,15,1,1,1
379572,Canada,Quebec,Montreal,Female,Bachelor,69753.0,0,Married,Star,5632.61,Standard,2016,1,1.998631074606434,30.0,46136.0,46136.0,893.0,160.0,9.0,0.75,3.3333333333333335,1.8829377433825436,0.01935581758279868,1.0,1.0,13.0,17.0,4.0,893.0,1537.8666666666666,0,0,0,23,1,1,1
202293,Canada,Ontario,Trenton,Male,Bachelor,97976.0,0,Divorced,Star,5633.53,Standard,2014,2,3.912388774811773,31.0,43149.0,43149.0,0.0,0.0,8.0,0.6666666666666666,3.875,2.151461800448216,0.0,0.0,0.0,15.0,16.0,1.0,0.0,1391.9032258064517,0,0,0,22,1,1,1
779211,Canada,Ontario,Toronto,Female,Bachelor,59417.0,0,Married,Star,5633.95,Standard,2015,2,2.9130732375085557,17.0,27723.0,27723.0,1163.0,210.0,8.0,0.6666666666666666,2.125,1.6213537179739275,0.0419507268333153,1.0,3.0,10.0,7.0,-3.0,-1163.0,1630.764705882353,0,1,1,0,0,0,1
