Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,period
734727,2017,10,1,1338,1338.0,0,0,2017-10-01
734727,2017,11,0,0,0.0,0,0,2017-11-01
734727,2017,12,3,3387,3387.0,0,0,2017-12-01
734727,2018,1,2,3316,3316.0,0,0,2018-01-01
734727,2018,2,3,2685,2685.0,0,0,2018-02-01
734727,2018,3,4,8304,8304.0,0,0,2018-03-01
734727,2018,4,2,3430,3430.0,385,69,2018-04-01
734727,2018,5,5,8920,8920.0,0,0,2018-05-01
734727,2018,6,4,4784,4784.0,0,0,2018-06-01
734727,2018,7,1,1068,1068.0,0,0,2018-07-01
734727,2018,8,3,7218,7218.0,0,0,2018-08-01
734727,2018,9,0,0,0.0,0,0,2018-09-01
734727,2018,10,4,6020,6020.0,0,0,2018-10-01
734727,2018,11,2,1390,1390.0,0,0,2018-11-01
734727,2018,12,0,0,0.0,0,0,2018-12-01
734752,2017,1,0,0,0.0,0,0,2017-01-01
734752,2017,2,0,0,0.0,0,0,2017-02-01
734752,2017,3,0,0,0.0,0,0,2017-03-01
734752,2017,4,2,4144,4144.0,0,0,2017-04-01
734752,2017,5,1,1656,1656.0,484,87,2017-05-01
734752,2017,6,0,0,0.0,0,0,2017-06-01
734752,2017,7,0,0,0.0,0,0,2017-07-01
734752,2017,8,1,1742,1742.0,0,0,2017-08-01
734752,2017,9,0,0,0.0,0,0,2017-09-01
734752,2017,10,0,0,0.0,0,0,2017-10-01
734752,2017,11,1,1753,1753.0,0,0,2017-11-01
734752,2017,12,4,2244,2244.0,0,0,2017-12-01
734752,2018,1,0,0,0.0,0,0,2018-01-01
734752,2018,2,1,951,951.0,346,62,2018-02-01
734752,2018,3,0,0,0.0,0,0,2018-03-01
734752,2018,4,1,1730,1730.0,0,0,2018-04-01
734752,2018,5,1,1048,1048.0,0,0,2018-05-01
734752,2018,6,4,3596,3596.0,0,0,2018-06-01
734752,2018,7,2,1020,1020.0,0,0,2018-07-01
734752,2018,8,2,1078,1078.0,0,0,2018-08-01
734752,2018,9,0,0,0.0,0,0,2018-09-01
734752,2018,10,3,5214,5214.0,0,0,2018-10-01
734752,2018,11,0,0,0.0,0,0,2018-11-01
734752,2018,12,2,1182,1182.0,435,78,2018-12-01
734791,2018,2,2,2282,3423.0,0,0,2018-02-01
734791,2018,3,0,0,0.0,0,0,2018-03-01
734791,2018,4,0,0,0.0,0,0,2018-04-01
734791,2018,5,4,6992,10488.0,0,0,2018-05-01
734791,2018,6,0,0,0.0,561,101,2018-06-01
734791,2018,7,20,48540,72810.0,0,0,2018-07-01
734791,2018,8,16,27024,40536.0,0,0,2018-08-01
734791,2018,9,8,9928,14892.0,0,0,2018-09-01
734791,2018,10,2,4502,6753.0,0,0,2018-10-01
734791,2018,11,4,6436,9654.0,0,0,2018-11-01
734791,2018,12,6,14352,21528.0,0,0,2018-12-01
734801,2017,1,0,0,0.0,0,0,2017-01-01
734801,2017,2,4,5932,5932.0,0,0,2017-02-01
734801,2017,3,4,6428,6428.0,0,0,2017-03-01
734801,2017,4,3,3735,3735.0,0,0,2017-04-01
734801,2017,5,4,5476,5476.0,0,0,2017-05-01
734801,2017,6,2,2420,2420.0,0,0,2017-06-01
734801,2017,7,0,0,0.0,0,0,2017-07-01
734801,2017,8,4,6804,6804.0,0,0,2017-08-01
734801,2017,9,3,5505,5505.0,0,0,2017-09-01
734801,2017,10,0,0,0.0,0,0,2017-10-01
734801,2017,11,3,3156,3156.0,536,96,2017-11-01
734801,2017,12,0,0,0.0,0,0,2017-12-01
734801,2018,1,0,0,0.0,0,0,2018-01-01
734801,2018,2,0,0,0.0,0,0,2018-02-01
734801,2018,3,1,916,916.0,0,0,2018-03-01
734801,2018,4,1,1246,1246.0,0,0,2018-04-01
734801,2018,5,0,0,0.0,0,0,2018-05-01
734801,2018,6,2,3638,3638.0,0,0,2018-06-01
734801,2018,7,0,0,0.0,0,0,2018-07-01
734801,2018,8,3,6267,6267.0,0,0,2018-08-01
734801,2018,9,4,6912,6912.0,0,0,2018-09-01
734801,2018,10,2,3986,3986.0,0,0,2018-10-01
734801,2018,11,2,1618,1618.0,466,84,2018-11-01
734801,2018,12,1,803,803.0,0,0,2018-12-01
734824,2017,1,0,0,0.0,0,0,2017-01-01
734824,2017,2,0,0,0.0,0,0,2017-02-01
734824,2017,3,0,0,0.0,0,0,2017-03-01
734824,2017,4,2,2754,2754.0,0,0,2017-04-01
734824,2017,5,5,4900,4900.0,0,0,2017-05-01
734824,2017,6,5,4730,4730.0,553,100,2017-06-01
734824,2017,7,6,4908,4908.0,0,0,2017-07-01
734824,2017,8,1,1191,1191.0,637,115,2017-08-01
734824,2017,9,2,2288,2288.0,0,0,2017-09-01
734824,2017,10,0,0,0.0,0,0,2017-10-01
734824,2017,11,1,1518,1518.0,0,0,2017-11-01
734824,2017,12,0,0,0.0,0,0,2017-12-01
734824,2018,1,1,864,864.0,0,0,2018-01-01
734824,2018,2,0,0,0.0,0,0,2018-02-01
734824,2018,3,0,0,0.0,0,0,2018-03-01
734824,2018,4,4,3500,3500.0,0,0,2018-04-01
734824,2018,5,4,7304,7304.0,0,0,2018-05-01
734824,2018,6,2,4828,4828.0,0,0,2018-06-01
734824,2018,7,4,9456,9456.0,0,0,2018-07-01
734824,2018,8,3,4455,4455.0,0,0,2018-08-01
734824,2018,9,0,0,0.0,0,0,2018-09-01
734824,2018,10,1,997,997.0,0,0,2018-10-01
734824,2018,11,3,5070,5070.0,0,0,2018-11-01
734824,2018,12,2,2066,2066.0,0,0,2018-12-01
734838,2017,1,3,7317,7317.0,0,0,2017-01-01
734838,2017,2,3,1521,1521.0,0,0,2017-02-01
734838,2017,3,4,9692,9692.0,0,0,2017-03-01
734838,2017,4,1,1063,1063.0,0,0,2017-04-01
734838,2017,5,1,1215,1215.0,0,0,2017-05-01
734838,2017,6,0,0,0.0,0,0,2017-06-01
734838,2017,7,7,15246,15246.0,459,83,2017-07-01
734838,2017,8,3,6162,6162.0,0,0,2017-08-01
734838,2017,9,0,0,0.0,0,0,2017-09-01
734838,2017,10,0,0,0.0,0,0,2017-10-01
734838,2017,11,0,0,0.0,0,0,2017-11-01
734838,2017,12,1,802,802.0,0,0,2017-12-01
734838,2018,1,2,2256,2256.0,0,0,2018-01-01
734838,2018,2,0,0,0.0,0,0,2018-02-01
734838,2018,3,0,0,0.0,0,0,2018-03-01
734838,2018,4,0,0,0.0,0,0,2018-04-01
734838,2018,5,0,0,0.0,0,0,2018-05-01
734838,2018,6,0,0,0.0,0,0,2018-06-01
734838,2018,7,0,0,0.0,0,0,2018-07-01
734838,2018,8,0,0,0.0,0,0,2018-08-01
734838,2018,9,0,0,0.0,0,0,2018-09-01
734838,2018,10,0,0,0.0,0,0,2018-10-01
734838,2018,11,0,0,0.0,0,0,2018-11-01
734838,2018,12,0,0,0.0,0,0,2018-12-01
734880,2017,1,1,1522,1522.0,0,0,2017-01-01
734880,2017,2,1,1267,1267.0,392,71,2017-02-01
734880,2017,3,3,3669,3669.0,0,0,2017-03-01
734880,2017,4,1,686,686.0,0,0,2017-04-01
734880,2017,5,1,1940,1940.0,0,0,2017-05-01
734880,2017,6,6,13572,13572.0,0,0,2017-06-01
734880,2017,7,0,0,0.0,0,0,2017-07-01
734880,2017,8,0,0,0.0,0,0,2017-08-01
734880,2017,9,4,6292,6292.0,0,0,2017-09-01
734880,2017,10,4,5740,5740.0,0,0,2017-10-01
734880,2017,11,1,2161,2161.0,0,0,2017-11-01
734880,2017,12,5,5825,5825.0,0,0,2017-12-01
734880,2018,1,3,3159,3159.0,0,0,2018-01-01
734880,2018,2,1,1932,1932.0,0,0,2018-02-01
734880,2018,3,3,5112,5112.0,0,0,2018-03-01
734880,2018,4,0,0,0.0,0,0,2018-04-01
734880,2018,5,0,0,0.0,0,0,2018-05-01
734880,2018,6,1,1431,1431.0,0,0,2018-06-01
734880,2018,7,0,0,0.0,0,0,2018-07-01
734880,2018,8,0,0,0.0,0,0,2018-08-01
734880,2018,9,4,7468,7468.0,0,0,2018-09-01
734880,2018,10,2,1870,1870.0,0,0,2018-10-01
734880,2018,11,0,0,0.0,0,0,2018-11-01
734880,2018,12,0,0,0.0,0,0,2018-12-01
734938,2017,1,3,3024,3024.0,0,0,2017-01-01
734938,2017,2,2,3184,3184.0,0,0,2017-02-01
734938,2017,3,1,1472,1472.0,0,0,2017-03-01
734938,2017,4,0,0,0.0,0,0,2017-04-01
734938,2017,5,0,0,0.0,0,0,2017-05-01
734938,2017,6,0,0,0.0,0,0,2017-06-01
734938,2017,7,3,1749,1749.0,0,0,2017-07-01
734938,2017,8,5,6000,6000.0,0,0,2017-08-01
734938,2017,9,0,0,0.0,0,0,2017-09-01
734938,2017,10,0,0,0.0,0,0,2017-10-01
734938,2017,11,0,0,0.0,0,0,2017-11-01
734938,2017,12,0,0,0.0,0,0,2017-12-01
734938,2018,1,0,0,0.0,0,0,2018-01-01
734938,2018,2,0,0,0.0,0,0,2018-02-01
734938,2018,3,0,0,0.0,0,0,2018-03-01
734938,2018,4,0,0,0.0,0,0,2018-04-01
734938,2018,5,0,0,0.0,0,0,2018-05-01
734938,2018,6,0,0,0.0,0,0,2018-06-01
734938,2018,7,0,0,0.0,0,0,2018-07-01
734938,2018,8,0,0,0.0,0,0,2018-08-01
734938,2018,9,0,0,0.0,0,0,2018-09-01
734938,2018,10,0,0,0.0,0,0,2018-10-01
734938,2018,11,0,0,0.0,0,0,2018-11-01
734938,2018,12,0,0,0.0,0,0,2018-12-01
734952,2017,1,0,0,0.0,0,0,2017-01-01
734952,2017,2,0,0,0.0,0,0,2017-02-01
734952,2017,3,0,0,0.0,0,0,2017-03-01
734952,2017,4,0,0,0.0,0,0,2017-04-01
734952,2017,5,0,0,0.0,0,0,2017-05-01
734952,2017,6,0,0,0.0,0,0,2017-06-01
734952,2017,7,0,0,0.0,0,0,2017-07-01
734952,2017,8,0,0,0.0,0,0,2017-08-01
734952,2017,9,0,0,0.0,0,0,2017-09-01
734952,2017,10,0,0,0.0,0,0,2017-10-01
734952,2017,11,0,0,0.0,0,0,2017-11-01
734952,2017,12,2,3842,3842.0,0,0,2017-12-01
734952,2018,1,0,0,0.0,0,0,2018-01-01
734952,2018,2,1,2237,2237.0,0,0,2018-02-01
734952,2018,3,0,0,0.0,0,0,2018-03-01
734952,2018,4,4,9904,9904.0,0,0,2018-04-01
734952,2018,5,5,6060,6060.0,0,0,2018-05-01
734952,2018,6,4,8236,8236.0,0,0,2018-06-01
734952,2018,7,0,0,0.0,0,0,2018-07-01
734952,2018,8,0,0,0.0,0,0,2018-08-01
734952,2018,9,0,0,0.0,0,0,2018-09-01
734952,2018,10,3,2016,2016.0,494,89,2018-10-01
734952,2018,11,1,2330,2330.0,0,0,2018-11-01
734952,2018,12,0,0,0.0,0,0,2018-12-01
735000,2018,2,0,0,0.0,0,0,2018-02-01
735000,2018,3,0,0,0.0,0,0,2018-03-01
735000,2018,4,3,1602,2403.0,0,0,2018-04-01
735000,2018,5,8,4728,7092.0,0,0,2018-05-01
735000,2018,6,0,0,0.0,0,0,2018-06-01
735000,2018,7,0,0,0.0,0,0,2018-07-01
735000,2018,8,24,30552,45828.0,0,0,2018-08-01
735000,2018,9,0,0,0.0,0,0,2018-09-01
735000,2018,10,0,0,0.0,0,0,2018-10-01
735000,2018,11,6,13674,20511.0,0,0,2018-11-01
735000,2018,12,9,18783,28174.5,0,0,2018-12-01
735038,2017,1,3,3960,3960.0,373,67,2017-01-01
735038,2017,2,1,592,592.0,406,73,2017-02-01
735038,2017,3,1,1235,1235.0,0,0,2017-03-01
735038,2017,4,0,0,0.0,0,0,2017-04-01
735038,2017,5,1,1362,1362.0,0,0,2017-05-01
735038,2017,6,4,3932,3932.0,0,0,2017-06-01
735038,2017,7,6,8982,8982.0,0,0,2017-07-01
735038,2017,8,1,873,873.0,0,0,2017-08-01
735038,2017,9,1,1800,1800.0,0,0,2017-09-01
735038,2017,10,4,6028,6028.0,0,0,2017-10-01
735038,2017,11,3,6090,6090.0,0,0,2017-11-01
735038,2017,12,2,4002,4002.0,0,0,2017-12-01
735038,2018,1,2,4140,4140.0,0,0,2018-01-01
735038,2018,2,3,4803,4803.0,0,0,2018-02-01
735038,2018,3,4,7372,7372.0,0,0,2018-03-01
735038,2018,4,2,4860,4860.0,438,79,2018-04-01
735038,2018,5,0,0,0.0,0,0,2018-05-01
735038,2018,6,5,5860,5860.0,0,0,2018-06-01
735038,2018,7,7,15624,15624.0,0,0,2018-07-01
735038,2018,8,0,0,0.0,0,0,2018-08-01
735038,2018,9,0,0,0.0,0,0,2018-09-01
735038,2018,10,4,2068,2068.0,0,0,2018-10-01
735038,2018,11,1,1062,1062.0,0,0,2018-11-01
735038,2018,12,5,8525,8525.0,0,0,2018-12-01
735171,2017,1,0,0,0.0,0,0,2017-01-01
735171,2017,2,0,0,0.0,0,0,2017-02-01
735171,2017,3,0,0,0.0,0,0,2017-03-01
735171,2017,4,0,0,0.0,0,0,2017-04-01
735171,2017,5,0,0,0.0,0,0,2017-05-01
735171,2017,6,0,0,0.0,0,0,2017-06-01
735171,2017,7,0,0,0.0,0,0,2017-07-01
735171,2017,8,0,0,0.0,0,0,2017-08-01
735171,2017,9,0,0,0.0,0,0,2017-09-01
735171,2017,10,0,0,0.0,0,0,2017-10-01
735171,2017,11,0,0,0.0,0,0,2017-11-01
735171,2017,12,0,0,0.0,0,0,2017-12-01
735171,2018,1,0,0,0.0,0,0,2018-01-01
735171,2018,2,0,0,0.0,0,0,2018-02-01
735171,2018,3,0,0,0.0,0,0,2018-03-01
735171,2018,4,0,0,0.0,0,0,2018-04-01
735171,2018,5,0,0,0.0,0,0,2018-05-01
735171,2018,6,0,0,0.0,0,0,2018-06-01
735171,2018,7,0,0,0.0,0,0,2018-07-01
735171,2018,8,0,0,0.0,0,0,2018-08-01
735171,2018,9,0,0,0.0,0,0,2018-09-01
735171,2018,10,0,0,0.0,0,0,2018-10-01
735171,2018,11,0,0,0.0,0,0,2018-11-01
735171,2018,12,0,0,0.0,0,0,2018-12-01
735263,2017,1,0,0,0.0,0,0,2017-01-01
735263,2017,2,0,0,0.0,0,0,2017-02-01
735263,2017,3,2,2666,2666.0,0,0,2017-03-01
735263,2017,4,0,0,0.0,0,0,2017-04-01
735263,2017,5,0,0,0.0,0,0,2017-05-01
735263,2017,6,2,2528,2528.0,0,0,2017-06-01
735263,2017,7,4,2004,2004.0,0,0,2017-07-01
735263,2017,8,1,1164,1164.0,0,0,2017-08-01
735263,2017,9,3,2586,2586.0,0,0,2017-09-01
735263,2017,10,0,0,0.0,0,0,2017-10-01
735263,2017,11,0,0,0.0,0,0,2017-11-01
735263,2017,12,0,0,0.0,0,0,2017-12-01
735263,2018,1,1,693,693.0,0,0,2018-01-01
735263,2018,2,0,0,0.0,0,0,2018-02-01
735263,2018,3,2,1206,1206.0,0,0,2018-03-01
735263,2018,4,3,4104,4104.0,0,0,2018-04-01
735263,2018,5,4,3468,3468.0,0,0,2018-05-01
735263,2018,6,4,7048,7048.0,0,0,2018-06-01
735263,2018,7,5,2850,2850.0,0,0,2018-07-01
735263,2018,8,4,9308,9308.0,537,97,2018-08-01
735263,2018,9,3,6399,6399.0,426,77,2018-09-01
735263,2018,10,0,0,0.0,0,0,2018-10-01
735263,2018,11,0,0,0.0,0,0,2018-11-01
735263,2018,12,0,0,0.0,0,0,2018-12-01
735266,2017,1,0,0,0.0,0,0,2017-01-01
735266,2017,2,2,3176,3176.0,0,0,2017-02-01
735266,2017,3,0,0,0.0,0,0,2017-03-01
735266,2017,4,0,0,0.0,0,0,2017-04-01
735266,2017,5,4,3236,3236.0,0,0,2017-05-01
735266,2017,6,2,2490,2490.0,0,0,2017-06-01
735266,2017,7,0,0,0.0,0,0,2017-07-01
735266,2017,8,6,4314,4314.0,477,86,2017-08-01
735266,2017,9,0,0,0.0,0,0,2017-09-01
735266,2017,10,3,7254,7254.0,0,0,2017-10-01
735266,2017,11,4,4480,4480.0,0,0,2017-11-01
735266,2017,12,1,525,525.0,0,0,2017-12-01
735266,2018,1,0,0,0.0,0,0,2018-01-01
735266,2018,2,1,2443,2443.0,0,0,2018-02-01
735266,2018,3,4,4240,4240.0,0,0,2018-03-01
735266,2018,4,2,4094,4094.0,0,0,2018-04-01
735266,2018,5,1,1722,1722.0,660,119,2018-05-01
735266,2018,6,6,4770,4770.0,0,0,2018-06-01
735266,2018,7,3,7467,7467.0,0,0,2018-07-01
735266,2018,8,0,0,0.0,0,0,2018-08-01
735266,2018,9,3,5961,5961.0,560,101,2018-09-01
735266,2018,10,4,3296,3296.0,0,0,2018-10-01
735266,2018,11,1,1523,1523.0,0,0,2018-11-01
735266,2018,12,4,7148,7148.0,0,0,2018-12-01
735304,2017,1,1,1522,1522.0,0,0,2017-01-01
735304,2017,2,0,0,0.0,0,0,2017-02-01
735304,2017,3,1,1546,1546.0,0,0,2017-03-01
735304,2017,4,1,764,764.0,608,109,2017-04-01
735304,2017,5,0,0,0.0,0,0,2017-05-01
735304,2017,6,0,0,0.0,0,0,2017-06-01
735304,2017,7,0,0,0.0,0,0,2017-07-01
735304,2017,8,1,1942,1942.0,0,0,2017-08-01
735304,2017,9,0,0,0.0,0,0,2017-09-01
735304,2017,10,2,4064,4064.0,0,0,2017-10-01
735304,2017,11,0,0,0.0,0,0,2017-11-01
735304,2017,12,3,6294,6294.0,0,0,2017-12-01
735304,2018,1,2,2218,2218.0,0,0,2018-01-01
735304,2018,2,1,2230,2230.0,0,0,2018-02-01
735304,2018,3,1,1648,1648.0,0,0,2018-03-01
735304,2018,4,3,4755,4755.0,0,0,2018-04-01
735304,2018,5,1,1649,1649.0,0,0,2018-05-01
735304,2018,6,1,1433,1433.0,0,0,2018-06-01
735304,2018,7,5,7085,7085.0,0,0,2018-07-01
735304,2018,8,1,2136,2136.0,0,0,2018-08-01
735304,2018,9,0,0,0.0,0,0,2018-09-01
735304,2018,10,1,1061,1061.0,0,0,2018-10-01
735304,2018,11,2,3258,3258.0,0,0,2018-11-01
735304,2018,12,2,1136,1136.0,445,80,2018-12-01
735341,2017,1,3,5133,5133.0,0,0,2017-01-01
735341,2017,2,1,1061,1061.0,0,0,2017-02-01
735341,2017,3,0,0,0.0,0,0,2017-03-01
735341,2017,4,4,9912,9912.0,0,0,2017-04-01
735341,2017,5,3,1989,1989.0,0,0,2017-05-01
735341,2017,6,2,2876,2876.0,633,114,2017-06-01
735341,2017,7,4,8072,8072.0,0,0,2017-07-01
735341,2017,8,1,912,912.0,0,0,2017-08-01
735341,2017,9,3,3183,3183.0,0,0,2017-09-01
735341,2017,10,0,0,0.0,0,0,2017-10-01
735341,2017,11,0,0,0.0,0,0,2017-11-01
735341,2017,12,4,3256,3256.0,0,0,2017-12-01
735341,2018,1,0,0,0.0,0,0,2018-01-01
735341,2018,2,3,6018,6018.0,0,0,2018-02-01
735341,2018,3,0,0,0.0,0,0,2018-03-01
735341,2018,4,0,0,0.0,0,0,2018-04-01
735341,2018,5,2,1754,1754.0,0,0,2018-05-01
735341,2018,6,4,7756,7756.0,0,0,2018-06-01
735341,2018,7,0,0,0.0,0,0,2018-07-01
735341,2018,8,1,2274,2274.0,0,0,2018-08-01
735341,2018,9,0,0,0.0,0,0,2018-09-01
735341,2018,10,0,0,0.0,0,0,2018-10-01
735341,2018,11,1,719,719.0,0,0,2018-11-01
735341,2018,12,1,1883,1883.0,0,0,2018-12-01
735515,2017,1,1,760,760.0,0,0,2017-01-01
735515,2017,2,2,4524,4524.0,0,0,2017-02-01
735515,2017,3,3,2097,2097.0,426,77,2017-03-01
735515,2017,4,0,0,0.0,0,0,2017-04-01
735515,2017,5,0,0,0.0,0,0,2017-05-01
735515,2017,6,0,0,0.0,0,0,2017-06-01
735515,2017,7,1,2077,2077.0,519,93,2017-07-01
735515,2017,8,0,0,0.0,0,0,2017-08-01
735515,2017,9,0,0,0.0,0,0,2017-09-01
735515,2017,10,0,0,0.0,0,0,2017-10-01
735515,2017,11,1,1304,1304.0,0,0,2017-11-01
735515,2017,12,4,9216,9216.0,0,0,2017-12-01
735515,2018,1,0,0,0.0,0,0,2018-01-01
735515,2018,2,1,1248,1248.0,0,0,2018-02-01
735515,2018,3,3,6405,6405.0,0,0,2018-03-01
735515,2018,4,1,516,516.0,0,0,2018-04-01
735515,2018,5,0,0,0.0,0,0,2018-05-01
735515,2018,6,2,3706,3706.0,0,0,2018-06-01
735515,2018,7,3,2277,2277.0,0,0,2018-07-01
735515,2018,8,4,6980,6980.0,581,105,2018-08-01
735515,2018,9,0,0,0.0,0,0,2018-09-01
735515,2018,10,0,0,0.0,0,0,2018-10-01
735515,2018,11,0,0,0.0,0,0,2018-11-01
735515,2018,12,1,2090,2090.0,0,0,2018-12-01
735605,2018,2,0,0,0.0,0,0,2018-02-01
735605,2018,3,0,0,0.0,0,0,2018-03-01
735605,2018,4,1,2011,3016.5,0,0,2018-04-01
735605,2018,5,0,0,0.0,0,0,2018-05-01
735605,2018,6,0,0,0.0,0,0,2018-06-01
735605,2018,7,12,12900,19350.0,0,0,2018-07-01
735605,2018,8,12,26904,40356.0,0,0,2018-08-01
735605,2018,9,0,0,0.0,0,0,2018-09-01
735605,2018,10,0,0,0.0,0,0,2018-10-01
735605,2018,11,0,0,0.0,0,0,2018-11-01
735605,2018,12,15,34020,51030.0,0,0,2018-12-01
735627,2017,1,0,0,0.0,0,0,2017-01-01
735627,2017,2,0,0,0.0,0,0,2017-02-01
735627,2017,3,2,1118,1118.0,461,83,2017-03-01
735627,2017,4,1,1043,1043.0,0,0,2017-04-01
735627,2017,5,0,0,0.0,0,0,2017-05-01
735627,2017,6,1,1763,1763.0,0,0,2017-06-01
735627,2017,7,2,4428,4428.0,0,0,2017-07-01
735627,2017,8,4,6600,6600.0,0,0,2017-08-01
735627,2017,9,5,7820,7820.0,0,0,2017-09-01
735627,2017,10,0,0,0.0,0,0,2017-10-01
735627,2017,11,4,8932,8932.0,0,0,2017-11-01
735627,2017,12,1,1511,1511.0,0,0,2017-12-01
735627,2018,1,0,0,0.0,0,0,2018-01-01
735627,2018,2,0,0,0.0,489,88,2018-02-01
735627,2018,3,0,0,0.0,0,0,2018-03-01
735627,2018,4,0,0,0.0,0,0,2018-04-01
735627,2018,5,0,0,0.0,0,0,2018-05-01
735627,2018,6,3,2439,2439.0,0,0,2018-06-01
735627,2018,7,3,4350,4350.0,0,0,2018-07-01
735627,2018,8,0,0,0.0,0,0,2018-08-01
735627,2018,9,0,0,0.0,0,0,2018-09-01
735627,2018,10,3,1584,1584.0,0,0,2018-10-01
735627,2018,11,0,0,0.0,0,0,2018-11-01
735627,2018,12,4,7028,7028.0,0,0,2018-12-01
735666,2017,1,0,0,0.0,0,0,2017-01-01
735666,2017,2,0,0,0.0,0,0,2017-02-01
735666,2017,3,1,2017,2017.0,0,0,2017-03-01
735666,2017,4,4,8664,8664.0,0,0,2017-04-01
735666,2017,5,3,7482,7482.0,0,0,2017-05-01
735666,2017,6,1,2443,2443.0,619,111,2017-06-01
735666,2017,7,4,6200,6200.0,0,0,2017-07-01
735666,2017,8,4,4608,4608.0,0,0,2017-08-01
735666,2017,9,4,7088,7088.0,0,0,2017-09-01
735666,2017,10,0,0,0.0,0,0,2017-10-01
735666,2017,11,0,0,0.0,0,0,2017-11-01
735666,2017,12,5,9445,9445.0,0,0,2017-12-01
735666,2018,1,0,0,0.0,0,0,2018-01-01
735666,2018,2,2,4276,4276.0,0,0,2018-02-01
735666,2018,3,0,0,0.0,0,0,2018-03-01
735666,2018,4,0,0,0.0,0,0,2018-04-01
735666,2018,5,0,0,0.0,0,0,2018-05-01
735666,2018,6,0,0,0.0,0,0,2018-06-01
735666,2018,7,0,0,0.0,0,0,2018-07-01
735666,2018,8,5,5200,5200.0,0,0,2018-08-01
735666,2018,9,4,3548,3548.0,425,77,2018-09-01
735666,2018,10,0,0,0.0,0,0,2018-10-01
735666,2018,11,3,6273,6273.0,0,0,2018-11-01
735666,2018,12,4,7840,7840.0,0,0,2018-12-01
735676,2017,1,0,0,0.0,0,0,2017-01-01
735676,2017,2,0,0,0.0,0,0,2017-02-01
735676,2017,3,0,0,0.0,0,0,2017-03-01
735676,2017,4,0,0,0.0,0,0,2017-04-01
735676,2017,5,0,0,0.0,0,0,2017-05-01
735676,2017,6,0,0,0.0,0,0,2017-06-01
735676,2017,7,0,0,0.0,0,0,2017-07-01
735676,2017,8,0,0,0.0,0,0,2017-08-01
735676,2017,9,3,7293,7293.0,0,0,2017-09-01
735676,2017,10,0,0,0.0,0,0,2017-10-01
735676,2017,11,1,1043,1043.0,0,0,2017-11-01
735676,2017,12,0,0,0.0,0,0,2017-12-01
735676,2018,1,0,0,0.0,0,0,2018-01-01
735676,2018,2,2,2806,2806.0,0,0,2018-02-01
735676,2018,3,3,4518,4518.0,0,0,2018-03-01
735676,2018,4,0,0,0.0,0,0,2018-04-01
735676,2018,5,1,1503,1503.0,0,0,2018-05-01
735676,2018,6,3,7170,7170.0,0,0,2018-06-01
735676,2018,7,0,0,0.0,0,0,2018-07-01
735676,2018,8,4,4260,4260.0,0,0,2018-08-01
735676,2018,9,0,0,0.0,0,0,2018-09-01
735676,2018,10,2,1436,1436.0,0,0,2018-10-01
735676,2018,11,1,858,858.0,556,100,2018-11-01
735676,2018,12,3,2790,2790.0,687,124,2018-12-01
735770,2017,1,0,0,0.0,0,0,2017-01-01
735770,2017,2,0,0,0.0,0,0,2017-02-01
735770,2017,3,0,0,0.0,0,0,2017-03-01
735770,2017,4,0,0,0.0,0,0,2017-04-01
735770,2017,5,0,0,0.0,0,0,2017-05-01
735770,2017,6,0,0,0.0,0,0,2017-06-01
735770,2017,7,0,0,0.0,0,0,2017-07-01
735770,2017,8,0,0,0.0,0,0,2017-08-01
735770,2017,9,0,0,0.0,0,0,2017-09-01
735770,2017,10,4,6352,6352.0,0,0,2017-10-01
735770,2017,11,0,0,0.0,0,0,2017-11-01
735770,2017,12,2,4638,4638.0,0,0,2017-12-01
735770,2018,1,2,4996,4996.0,0,0,2018-01-01
735770,2018,2,0,0,0.0,0,0,2018-02-01
735770,2018,3,2,4786,4786.0,363,65,2018-03-01
735770,2018,4,3,2316,2316.0,0,0,2018-04-01
735770,2018,5,3,6441,6441.0,0,0,2018-05-01
735770,2018,6,2,1004,1004.0,0,0,2018-06-01
735770,2018,7,6,6534,6534.0,0,0,2018-07-01
735770,2018,8,6,12522,12522.0,691,124,2018-08-01
735770,2018,9,1,1589,1589.0,0,0,2018-09-01
735770,2018,10,0,0,0.0,0,0,2018-10-01
735770,2018,11,3,6273,6273.0,0,0,2018-11-01
735770,2018,12,3,4053,4053.0,0,0,2018-12-01
735790,2017,1,2,1266,1266.0,0,0,2017-01-01
735790,2017,2,2,4768,4768.0,0,0,2017-02-01
735790,2017,3,1,2073,2073.0,636,114,2017-03-01
735790,2017,4,2,3680,3680.0,0,0,2017-04-01
735790,2017,5,2,1748,1748.0,659,119,2017-05-01
735790,2017,6,2,2372,2372.0,0,0,2017-06-01
735790,2017,7,0,0,0.0,0,0,2017-07-01
735790,2017,8,6,10062,10062.0,0,0,2017-08-01
735790,2017,9,4,6756,6756.0,0,0,2017-09-01
735790,2017,10,0,0,0.0,0,0,2017-10-01
735790,2017,11,4,6924,6924.0,0,0,2017-11-01
735790,2017,12,1,729,729.0,0,0,2017-12-01
735790,2018,1,4,4956,4956.0,0,0,2018-01-01
735790,2018,2,0,0,0.0,0,0,2018-02-01
735790,2018,3,3,7371,7371.0,0,0,2018-03-01
735790,2018,4,3,4602,4602.0,0,0,2018-04-01
735790,2018,5,0,0,0.0,0,0,2018-05-01
